Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,MonthlyIncome,TotalWorkingYears
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,Female,Healthcare Representative,5731,9
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,Male,Research Scientist,2539,4
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,Female,Sales Executive,5714,6
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,Male,Human Resources,4323,6
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,Female,Sales Executive,7336,11
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,Female,Research Director,13499,20
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,Male,Sales Executive,13758,22
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,Male,Sales Executive,5155,9
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,Male,Laboratory Technician,2258,10
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,Male,Laboratory Technician,3597,6
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,Female,Laboratory Technician,2515,1
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,Male,Laboratory Technician,4420,8
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,Male,Sales Executive,6578,10
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,Female,Research Scientist,4422,16
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,Male,Manufacturing Director,10274,15
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,Male,Healthcare Representative,5343,14
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,Male,Laboratory Technician,2376,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,Female,Sales Executive,5346,7
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,Female,Sales Representative,2827,1
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,Female,Manager,19943,28
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,Female,Laboratory Technician,3131,10
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,Male,Research Scientist,2552,1
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,Female,Research Scientist,4477,7
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,Female,Manufacturing Director,6474,14
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,Male,Laboratory Technician,3033,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,Male,Research Scientist,2936,6
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,Female,Manager,18606,26
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,Female,Research Scientist,2168,6
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,Male,Research Scientist,2853,1
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,Female,Manager,17048,28
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,Male,Research Scientist,2290,6
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,Male,Human Resources,3600,5
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,Male,Research Scientist,2107,5
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,Male,Sales Executive,4115,8
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,Male,Sales Executive,4327,5
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,Female,Manager,17856,32
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,Male,Laboratory Technician,3196,6
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,Male,Research Director,19081,25
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,Male,Sales Executive,8966,15
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,Female,Laboratory Technician,2210,1
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,Female,Sales Executive,4539,10
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,Male,Laboratory Technician,2741,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,Male,Laboratory Technician,3491,10
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,Male,Research Scientist,4541,20
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,Male,Sales Representative,2678,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,Male,Manufacturing Director,7379,12
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,Male,Human Resources,6272,10
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,Male,Sales Executive,5220,12
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,Female,Laboratory Technician,2743,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,Female,Research Scientist,4998,10
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,Female,Manufacturing Director,10252,17
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,Male,Research Scientist,2781,15
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,Female,Sales Executive,6852,7
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,Male,Sales Executive,4950,5
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,1,1241,Male,Research Scientist,3579,12
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,1,1242,Female,Research Director,13191,20
35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,Female,Sales Executive,10377,16
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,Male,Research Scientist,2235,9
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,Female,Manufacturing Director,10502,33
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,Female,Research Scientist,2011,10
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,1,1248,Female,Research Scientist,1859,1
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,Female,Research Scientist,3760,3
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,1250,Male,Research Director,17779,36
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,Male,Healthcare Representative,6833,6
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,1,1252,Female,Healthcare Representative,6812,10
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,1,1254,Female,Sales Executive,5171,13
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,1,1255,Male,Research Director,19740,25
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,Male,Manager,18711,23
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,Male,Research Scientist,3692,12
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,Male,Laboratory Technician,2559,7
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,Male,Research Scientist,2517,5
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,Male,Healthcare Representative,6623,6
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,1,1263,Male,Research Director,18265,25
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,Female,Research Director,16124,9
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,Female,Research Scientist,2585,2
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,1,1267,Male,Manager,18213,26
33,No,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,Male,Sales Executive,8380,10
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,1269,Female,Research Scientist,2994,1
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,1,1270,Male,Research Scientist,1223,1
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,Male,Sales Representative,1118,1
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,Male,Research Scientist,2875,8
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,Female,Manager,18824,26
55,No,Non-Travel,177,Research & Development,8,1,Medical,1,1278,Male,Healthcare Representative,13577,34
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,Female,Laboratory Technician,2625,2
46,No,Travel_Rarely,168,Sales,4,2,Marketing,1,1280,Female,Manager,18789,26
34,No,Travel_Rarely,131,Sales,2,3,Marketing,1,1281,Female,Sales Executive,4538,4
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,1,1282,Male,Manager,19847,31
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,1,1283,Male,Manufacturing Director,10512,25
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,1,1285,Female,Laboratory Technician,4444,15
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,1,1286,Male,Laboratory Technician,2154,5
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,1288,Male,Manager,19190,26
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,1,1289,Male,Human Resources,4490,14
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,Male,Research Scientist,3506,4
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,Female,Research Scientist,2372,18
43,No,Travel_Rarely,531,Sales,4,4,Marketing,1,1293,Female,Sales Executive,10231,23
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,Female,Manufacturing Director,5410,18
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,1295,Female,Healthcare Representative,7978,10
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,Male,Laboratory Technician,3867,2
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,1,1297,Female,Laboratory Technician,2838,8
30,No,Non-Travel,879,Research & Development,9,2,Medical,1,1298,Female,Manufacturing Director,4695,10
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,Female,Laboratory Technician,3339,10
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,Male,Research Scientist,2080,5
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,Female,Research Scientist,2096,2
32,No,Travel_Rarely,604,Sales,8,3,Medical,1,1304,Male,Sales Executive,6209,10
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,Female,Manager,18061,22
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,1,1307,Female,Manager,17123,21
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,1308,Male,Research Scientist,2372,2
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,1,1309,Male,Laboratory Technician,4883,10
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,Male,Research Scientist,3904,6
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,1311,Female,Laboratory Technician,4627,10
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,Female,Healthcare Representative,7094,10
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,Female,Human Resources,3423,10
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,Female,Laboratory Technician,6674,10
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,1317,Female,Research Director,16880,25
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,Male,Sales Executive,9094,9
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,Male,Sales Executive,8446,10
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,1,1321,Female,Manager,11916,9
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,Male,Manufacturing Director,4534,9
31,No,Non-Travel,587,Sales,2,4,Life Sciences,1,1324,Female,Sales Executive,9852,10
41,No,Non-Travel,256,Sales,10,2,Medical,1,1329,Male,Sales Executive,6151,19
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,Female,Sales Representative,2302,3
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,Male,Laboratory Technician,2362,10
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,1,1334,Male,Manager,17861,21
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,1,1336,Female,Manager,19187,23
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,1,1338,Male,Manager,19717,36
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,1,1340,Male,Research Scientist,3544,6
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,Male,Healthcare Representative,8500,10
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,1,1346,Male,Research Scientist,4661,9
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,1,1349,Female,Sales Executive,4103,10
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,Male,Research Scientist,4249,9
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,1,1352,Male,Manager,14026,33
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,Female,Sales Executive,6893,11
34,No,Travel_Rarely,507,Sales,15,2,Medical,1,1356,Female,Sales Executive,6125,10
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,1,1358,Male,Laboratory Technician,3669,7
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,1,1360,Female,Manufacturing Director,10008,31
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,1,1361,Male,Laboratory Technician,2387,7
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,Female,Sales Executive,4639,17
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,1363,Male,Manufacturing Director,7898,11
27,No,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,Female,Sales Representative,2534,5
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,1,1367,Female,Manufacturing Director,13142,29
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,1,1368,Female,Laboratory Technician,1611,0
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,Female,Laboratory Technician,5363,10
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,1,1371,Male,Sales Executive,5071,8
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,Male,Sales Executive,13695,24
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,1,1373,Male,Manufacturing Director,13402,33
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,Female,Research Scientist,2029,5
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,1,1375,Female,Healthcare Representative,6377,15
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,Male,Laboratory Technician,5429,10
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,Female,Sales Representative,2785,3
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,Female,Sales Executive,4614,5
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,Male,Research Scientist,2610,4
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,1,1383,Female,Healthcare Representative,6687,14
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,Male,Sales Executive,4724,5
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,Male,Manufacturing Director,6179,10
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,Male,Sales Executive,6120,8
51,No,Travel_Frequently,541,Sales,2,3,Marketing,1,1391,Male,Sales Executive,10596,14
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,1,1392,Female,Research Scientist,5467,12
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,Male,Research Scientist,2996,8
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,1,1395,Male,Sales Executive,9998,8
32,No,Travel_Rarely,499,Sales,2,1,Marketing,1,1396,Male,Sales Executive,4078,4
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,1397,Male,Healthcare Representative,10920,13
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,1399,Male,Sales Executive,6232,6
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,1,1401,Female,Manufacturing Director,13247,24
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,Female,Research Scientist,4081,20
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,Female,Sales Executive,5769,6
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,1,1405,Female,Research Scientist,2394,8
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,1407,Male,Research Scientist,3904,5
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,Female,Manager,16799,21
52,No,Travel_Rarely,258,Research & Development,8,4,Other,1,1409,Female,Laboratory Technician,2950,12
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,Female,Laboratory Technician,3629,8
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,Male,Manufacturing Director,9362,10
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1415,Male,Laboratory Technician,3229,7
26,No,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,Male,Laboratory Technician,3578,8
29,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,Male,Human Resources,7988,10
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,1420,Male,Laboratory Technician,4284,20
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,Female,Healthcare Representative,7553,9
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,Female,Research Director,17328,29
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,1,1423,Female,Research Director,19701,32
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,Male,Research Director,14732,31
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,Female,Sales Executive,9278,15
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,1,1427,Female,Sales Representative,1359,1
30,No,Travel_Rarely,855,Sales,7,4,Marketing,1,1428,Female,Sales Executive,4779,8
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,1430,Female,Research Director,16422,9
34,No,Travel_Frequently,560,Research & Development,1,4,Other,1,1431,Male,Research Scientist,2996,10
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,1433,Female,Research Scientist,1261,1
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,1,1434,Male,Laboratory Technician,2099,6
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,Male,Laboratory Technician,5810,10
36,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,Female,Sales Executive,5647,11
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,Male,Research Scientist,3420,17
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,Male,Sales Representative,4400,6
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,Male,Laboratory Technician,3500,7
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,1441,Female,Research Scientist,2066,5
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,1443,Female,Research Director,17169,26
24,No,Travel_Rarely,1476,Sales,4,1,Medical,1,1445,Female,Sales Executive,4162,5
32,No,Travel_Rarely,601,Sales,7,5,Marketing,1,1446,Male,Sales Executive,9204,7
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,1,1447,Female,Laboratory Technician,3294,7
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,1,1448,Male,Research Scientist,2127,7
40,No,Non-Travel,663,Research & Development,9,4,Other,1,1449,Male,Laboratory Technician,3975,11
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,Male,Sales Executive,10793,13
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,Male,Sales Executive,10096,28
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,1458,Female,Laboratory Technician,3646,11
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,1459,Female,Manufacturing Director,7446,10
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,Male,Healthcare Representative,10851,24
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,1,1461,Female,Human Resources,2109,8
31,Yes,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,Male,Laboratory Technician,3722,7
45,No,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,1465,Male,Manufacturing Director,9380,10
48,No,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,Male,Sales Executive,5486,15
34,Yes,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1467,Female,Human Resources,2742,2
40,No,Non-Travel,218,Research & Development,8,1,Medical,1,1468,Male,Research Director,13757,16
28,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,Male,Sales Executive,8463,6
44,No,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,Male,Laboratory Technician,3162,7
53,No,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,Male,Research Director,16598,35
49,No,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,1473,Male,Healthcare Representative,6651,20
40,No,Travel_Rarely,896,Research & Development,2,3,Medical,1,1474,Male,Research Scientist,2345,8
44,No,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,1,1475,Male,Research Scientist,3420,6
33,No,Travel_Frequently,430,Sales,7,3,Medical,1,1477,Male,Sales Executive,4373,5
34,No,Travel_Rarely,1326,Sales,3,3,Other,1,1478,Male,Sales Executive,4759,15
30,No,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,1479,Male,Sales Executive,5301,4
42,No,Travel_Frequently,748,Research & Development,9,2,Medical,1,1480,Female,Laboratory Technician,3673,12
44,No,Travel_Frequently,383,Sales,1,5,Marketing,1,1481,Female,Sales Executive,4768,11
30,No,Non-Travel,990,Research & Development,7,3,Technical Degree,1,1482,Male,Research Scientist,1274,1
57,No,Travel_Rarely,405,Research & Development,1,2,Life Sciences,1,1483,Male,Research Scientist,4900,13
49,No,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,Male,Healthcare Representative,10466,29
34,No,Travel_Frequently,829,Research & Development,15,3,Medical,1,1485,Male,Research Director,17007,16
28,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,Male,Sales Representative,2909,5
29,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,Female,Sales Executive,5765,7
34,Yes,Travel_Rarely,790,Sales,24,4,Medical,1,1489,Female,Sales Executive,4599,16
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,Male,Sales Representative,2404,1
24,Yes,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494,Male,Laboratory Technician,3172,4
24,No,Non-Travel,830,Sales,13,2,Life Sciences,1,1495,Female,Sales Representative,2033,1
44,No,Travel_Frequently,1193,Research & Development,2,1,Medical,1,1496,Male,Manufacturing Director,10209,16
29,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,Male,Sales Executive,8620,10
30,No,Travel_Rarely,330,Human Resources,1,3,Life Sciences,1,1499,Male,Human Resources,2064,6
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,Male,Healthcare Representative,4035,4
33,No,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1502,Female,Laboratory Technician,3838,8
47,No,Travel_Rarely,571,Sales,14,3,Medical,1,1503,Female,Sales Executive,4591,11
28,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504,Male,Laboratory Technician,2561,8
28,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506,Male,Research Scientist,1563,1
28,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,Male,Sales Executive,4898,5
49,No,Travel_Rarely,271,Research & Development,3,2,Medical,1,1509,Female,Laboratory Technician,4789,10
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,Female,Laboratory Technician,3180,4
28,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,Male,Manufacturing Director,6549,8
33,No,Travel_Rarely,516,Research & Development,8,5,Life Sciences,1,1515,Male,Healthcare Representative,6388,14
32,No,Travel_Rarely,495,Research & Development,10,3,Medical,1,1516,Male,Manager,11244,10
54,No,Travel_Frequently,1050,Research & Development,11,4,Medical,1,1520,Female,Manager,16032,26
29,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,Male,Research Scientist,2362,11
44,No,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,Male,Research Director,16328,24
39,No,Travel_Rarely,1089,Research & Development,6,3,Life Sciences,1,1525,Female,Manufacturing Director,8376,9
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,Female,Manager,16606,23
35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,Female,Healthcare Representative,8606,11
23,No,Travel_Rarely,507,Research & Development,20,1,Life Sciences,1,1533,Male,Laboratory Technician,2272,5
40,Yes,Travel_Rarely,676,Research & Development,9,4,Life Sciences,1,1534,Male,Laboratory Technician,2018,15
34,No,Travel_Rarely,971,Sales,1,3,Technical Degree,1,1535,Male,Sales Executive,7083,10
31,Yes,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,Female,Research Scientist,4084,7
50,No,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,Male,Research Director,14411,32
34,No,Travel_Rarely,1440,Sales,7,2,Technical Degree,1,1541,Male,Sales Representative,2308,12
42,No,Travel_Rarely,1210,Research & Development,2,3,Medical,1,1542,Male,Laboratory Technician,4841,4
37,No,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,Male,Research Scientist,4285,10
29,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,Female,Healthcare Representative,9715,9
33,No,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,1545,Male,Manufacturing Director,4320,5
45,No,Travel_Rarely,950,Research & Development,28,3,Technical Degree,1,1546,Male,Research Scientist,2132,8
42,No,Travel_Frequently,288,Research & Development,2,3,Life Sciences,1,1547,Male,Healthcare Representative,10124,24
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,Male,Sales Executive,5473,9
33,No,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,1549,Male,Laboratory Technician,5207,15
40,No,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,Male,Manager,16437,21
24,No,Travel_Rarely,350,Research & Development,21,2,Technical Degree,1,1551,Male,Laboratory Technician,2296,2
40,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,1552,Male,Healthcare Representative,4069,8
45,No,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1553,Male,Healthcare Representative,7441,10
35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,Female,Sales Representative,2430,6
32,No,Travel_Rarely,824,Research & Development,5,2,Life Sciences,1,1555,Female,Research Scientist,5878,12
36,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,Male,Sales Representative,2644,7
48,No,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,Female,Sales Executive,6439,18
